Evaluation

batch_size=10
bert=False
bert_frozen=True
char_cnn_filter_num=30
char_embeddings_dim=25
char_window_size=3
check_for_lowercase=True
clip_grad=5
cross_fold_id=-1
cross_folds_num=-1
data_io='connl-ner-2003'
dataset_sort=False
dev='data/targer/targer_dev.txt'
dropout_ratio=0.5
elmo=False
elmo_options_fn='embeddings/elmo_2x4096_512_2048cnn_2xhighway_5.5B_options.json'
elmo_weights_fn='/home/vika/targer/embeddings/elmo_2x4096_512_2048cnn_2xhighway_5.5B_weights.hdf5'
emb_delimiter=' '
emb_dim=100
emb_fn='embeddings/glove.6B.100d.txt'
emb_load_all=False
embedding_dim=1024
epoch_num=1000
evaluator='f1-macro'
freeze_char_embeddings=False
freeze_word_embeddings=False
gpu=3
load=None
logname='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=100-epochs=1000-lr_bert0.0005.log'
lr=0.005
lr_bert=0.0005
lr_decay=0.05
min_epoch_num=50
model='BiRNN'
momentum=0.9
opt='adam'
path_to_bert='xlnet-large-cased'
patience=100
report_fn='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=100-epochs=1000-lr_bert0.0005.txt'
rnn_hidden_dim=100
rnn_type='LSTM'
save='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=100-epochs=1000-lr_bert0.0005.hdf5'
save_best=True
seed_num=42
special_bert=True
splitter=' '
test='data/targer/targer_test.txt'
train='data/targer/targer_train.txt'
verbose=True
word_len=20
word_seq_indexer=None
xlnet=True

         epoch  |     train loss | f1-macro-train |   f1-macro-dev |  f1-macro-test 
            442 |          75.37 |          75.29 |          66.11 |          70.37 
            443 |          70.24 |          75.45 |          65.85 |          69.97 
            444 |          70.88 |          75.37 |          66.17 |          70.35 
            445 |          78.26 |          75.52 |          66.07 |          70.49 
            446 |          70.20 |          76.24 |          66.32 |          70.83 
            447 |          77.39 |          75.26 |          65.81 |          70.66 
            448 |          66.93 |          75.28 |          66.04 |          70.54 
            449 |          71.85 |          75.79 |          66.18 |          70.62 
            450 |          74.10 |          74.47 |          65.64 |          69.76 
            451 |          64.46 |          73.97 |          64.91 |          69.86 
            452 |          66.36 |          74.59 |          65.55 |          69.80 
            453 |          70.18 |          75.79 |          66.38 |          70.59 
            454 |          74.98 |          75.43 |          66.06 |          70.59 
            455 |          74.83 |          75.27 |          65.80 |          70.02 
            456 |          65.89 |          75.71 |          66.26 |          70.68 
            457 |          67.61 |          75.15 |          66.03 |          70.29 
            458 |          70.64 |          75.02 |          66.01 |          70.94 
            459 |          67.61 |          75.48 |          66.45 |          70.65 
            460 |          69.26 |          74.97 |          66.11 |          70.66 
            461 |          66.63 |          74.97 |          66.15 |          70.77 
            462 |          69.10 |          74.74 |          66.18 |          70.36 
            463 |          66.58 |          75.17 |          66.50 |          70.17 
            464 |          70.46 |          75.08 |          66.41 |          70.20 
            465 |          69.91 |          75.80 |          66.36 |          70.76 
            466 |          73.71 |          75.00 |          65.62 |          70.44 
            467 |          67.42 |          75.43 |          66.10 |          70.52 
            468 |          69.97 |          75.48 |          65.94 |          70.79 
            469 |          67.84 |          75.09 |          66.08 |          70.28 
            470 |          66.66 |          75.42 |          66.04 |          70.42 
            471 |          66.21 |          74.62 |          66.06 |          70.16 
            472 |          65.86 |          74.73 |          65.71 |          70.01 
            473 |          74.52 |          75.54 |          66.27 |          70.64 
            474 |          66.92 |          75.00 |          66.06 |          70.45 
            475 |          69.21 |          75.80 |          66.12 |          70.88 
            476 |          67.81 |          76.16 |          66.42 |          70.95 
            477 |          68.26 |          75.60 |          66.31 |          70.35 
            478 |          73.32 |          75.90 |          66.26 |          70.47 
            479 |          69.53 |          76.49 |          66.48 |          70.67 
            480 |          78.73 |          76.26 |          66.56 |          70.77 
            481 |          72.41 |          76.19 |          66.37 |          70.67 
            482 |          65.52 |          76.11 |          66.24 |          70.55 
            483 |          68.01 |          75.35 |          66.11 |          70.37 
            484 |          69.56 |          75.97 |          66.55 |          70.66 
            485 |          65.57 |          75.56 |          66.54 |          70.69 
            486 |          65.50 |          74.90 |          66.12 |          70.54 
            487 |          69.08 |          74.89 |          65.94 |          70.39 
            488 |          70.05 |          74.80 |          66.17 |          70.64 
            489 |          66.59 |          75.51 |          65.97 |          70.55 
            490 |          69.97 |          75.13 |          65.96 |          70.43 
            491 |          66.13 |          75.02 |          65.98 |          70.39 
            492 |          71.94 |          75.28 |          66.37 |          71.03 
            493 |          68.12 |          74.37 |          66.16 |          70.82 
            494 |          68.85 |          75.10 |          66.61 |          71.00 
            495 |          69.78 |          74.97 |          66.24 |          70.83 
            496 |          67.87 |          75.11 |          66.13 |          70.88 
            497 |          68.80 |          75.14 |          66.67 |          70.99 
            498 |          75.46 |          75.81 |          66.76 |          71.04 
            499 |          68.12 |          74.93 |          66.35 |          70.89 
            500 |          73.50 |          75.80 |          66.87 |          71.09 
            501 |          66.89 |          75.78 |          67.00 |          71.05 
            502 |          71.10 |          75.45 |          67.20 |          71.05 
            503 |          66.15 |          74.92 |          65.99 |          70.92 
            504 |          65.88 |          75.91 |          66.77 |          71.24 
            505 |          70.99 |          75.58 |          66.70 |          70.83 
            506 |          62.88 |          75.43 |          66.16 |          70.91 
            507 |          69.37 |          75.50 |          66.25 |          70.99 
            508 |          71.04 |          75.67 |          66.65 |          70.68 
            509 |          72.42 |          76.21 |          67.22 |          71.01 
            510 |          70.92 |          75.57 |          66.16 |          70.91 
            511 |          69.54 |          75.55 |          66.61 |          70.48 
            512 |          66.63 |          74.85 |          66.39 |          70.60 
            513 |          64.14 |          75.66 |          66.99 |          70.95 
            514 |          69.96 |          74.99 |          66.22 |          70.64 
            515 |          70.93 |          75.49 |          66.56 |          70.77 
            516 |          68.51 |          75.04 |          66.36 |          70.67 
            517 |          67.64 |          75.08 |          66.26 |          70.55 
            518 |          64.73 |          75.92 |          66.72 |          70.93 
            519 |          61.39 |          75.57 |          66.78 |          71.08 
            520 |          68.51 |          75.97 |          66.71 |          70.91 
            521 |          67.01 |          75.95 |          66.27 |          70.70 
            522 |          63.45 |          75.64 |          66.02 |          70.63 
            523 |          69.82 |          76.21 |          66.83 |          71.36 
            524 |          65.01 |          75.62 |          65.98 |          70.45 
            525 |          71.20 |          75.47 |          66.46 |          70.71 
            526 |          70.96 |          76.45 |          67.15 |          71.06 
            527 |          62.19 |          76.01 |          66.81 |          70.99 
            528 |          66.45 |          75.75 |          66.27 |          71.10 
            529 |          65.98 |          75.49 |          65.99 |          70.83 
            530 |          69.79 |          76.86 |          67.04 |          71.20 
            531 |          64.18 |          75.89 |          66.57 |          71.02 
            532 |          67.79 |          76.17 |          66.80 |          71.16 
            533 |          66.24 |          75.58 |          66.39 |          71.12 
            534 |          63.97 |          75.21 |          66.36 |          70.88 
            535 |          66.73 |          76.18 |          67.24 |          71.12 
            536 |          71.65 |          75.99 |          66.84 |          71.18 
            537 |          62.95 |          75.54 |          66.38 |          70.78 
            538 |          70.84 |          76.17 |          66.60 |          70.64 
            539 |          67.20 |          75.36 |          66.38 |          70.27 
            540 |          63.17 |          75.41 |          66.30 |          70.57 
            541 |          64.21 |          75.55 |          66.48 |          70.54 
            542 |          71.68 |          76.46 |          66.64 |          71.12 
            543 |          66.39 |          75.87 |          66.43 |          70.84 
            544 |          68.99 |          76.40 |          66.76 |          71.13 
            545 |          70.37 |          76.07 |          66.81 |          71.08 
            546 |          66.82 |          76.18 |          66.83 |          70.94 
            547 |          66.39 |          75.85 |          66.64 |          71.29 
            548 |          67.16 |          75.75 |          66.72 |          70.84 
            549 |          67.85 |          75.69 |          66.68 |          70.82 
            550 |          72.88 |          76.19 |          66.96 |          71.25 
            551 |          65.37 |          76.02 |          66.82 |          70.98 
            552 |          71.86 |          76.04 |          67.07 |          70.77 
            553 |          63.37 |          75.74 |          66.04 |          70.13 
            554 |          70.90 |          75.68 |          66.26 |          70.34 
            555 |          70.54 |          76.36 |          67.02 |          70.62 
            556 |          63.40 |          76.18 |          66.72 |          70.90 
            557 |          69.51 |          75.69 |          66.15 |          71.33 
            558 |          70.07 |          75.49 |          66.14 |          70.98 
            559 |          70.43 |          75.57 |          66.40 |          71.05 
            560 |          65.63 |          75.83 |          66.20 |          71.04 
            561 |          60.59 |          75.81 |          66.52 |          71.09 
            562 |          70.52 |          76.81 |          67.09 |          71.26 
            563 |          64.86 |          76.19 |          66.55 |          71.05 
            564 |          67.29 |          76.19 |          66.64 |          70.62 
            565 |          72.62 |          76.79 |          66.84 |          71.35 
            566 |          64.59 |          76.67 |          67.01 |          71.48 
            567 |          73.30 |          76.36 |          66.09 |          71.09 
            568 |          69.10 |          76.20 |          66.42 |          70.85 
            569 |          69.32 |          76.11 |          65.67 |          71.23 
            570 |          72.04 |          76.23 |          66.35 |          71.76 
            571 |          71.21 |          76.18 |          66.16 |          71.37 
            572 |          71.99 |          76.21 |          66.73 |          71.19 
            573 |          64.01 |          75.56 |          66.10 |          70.64 
            574 |          72.64 |          76.04 |          66.55 |          70.42 
            575 |          66.81 |          76.54 |          67.10 |          70.86 
            576 |          76.41 |          76.61 |          66.94 |          70.48 
            577 |          68.40 |          76.69 |          66.94 |          70.49 
            578 |          66.13 |          76.71 |          66.81 |          70.65 
            579 |          67.09 |          76.03 |          66.81 |          70.73 
            580 |          68.10 |          76.19 |          66.81 |          70.80 
            581 |          69.65 |          76.19 |          66.54 |          70.79 
            582 |          60.77 |          75.68 |          67.07 |          70.68 
            583 |          70.62 |          76.43 |          66.89 |          70.79 
            584 |          63.58 |          76.38 |          66.59 |          70.87 
            585 |          72.99 |          76.61 |          66.77 |          71.30 
            586 |          70.98 |          76.43 |          66.58 |          70.89 
            587 |          66.53 |          75.63 |          65.91 |          70.49 
            588 |          66.07 |          75.82 |          66.22 |          70.60 
            589 |          64.45 |          75.60 |          65.67 |          70.34 
            590 |          76.07 |          75.54 |          66.21 |          70.49 
            591 |          61.58 |          75.25 |          65.91 |          69.94 
            592 |          70.99 |          76.24 |          66.43 |          70.49 
            593 |          68.99 |          76.54 |          67.11 |          70.73 
            594 |          65.88 |          75.60 |          65.75 |          70.06 
            595 |          69.08 |          76.24 |          66.63 |          70.72 
            596 |          65.04 |          76.09 |          66.49 |          70.76 
            597 |          72.44 |          76.58 |          66.45 |          70.81 
            598 |          64.32 |          76.25 |          66.52 |          70.34 
            599 |          72.34 |          76.77 |          66.92 |          70.81 
            600 |          71.10 |          77.07 |          67.72 |          70.93 
            601 |          65.68 |          76.35 |          66.41 |          70.30 
            602 |          64.21 |          76.34 |          66.50 |          70.45 
            603 |          68.91 |          76.19 |          66.63 |          70.50 
            604 |          76.47 |          75.57 |          65.67 |          70.25 
            605 |          68.39 |          76.46 |          66.80 |          70.73 
            606 |          69.73 |          76.60 |          66.94 |          70.53 
            607 |          70.31 |          76.93 |          67.15 |          70.68 
            608 |          68.46 |          75.72 |          66.46 |          70.29 
            609 |          71.59 |          75.45 |          65.96 |          70.43 
            610 |          71.83 |          75.65 |          65.97 |          70.32 
            611 |          63.86 |          76.53 |          66.79 |          71.08 
            612 |          68.34 |          76.33 |          67.15 |          70.85 
            613 |          64.93 |          76.50 |          66.74 |          70.67 
            614 |          67.26 |          76.47 |          66.78 |          70.72 
            615 |          67.41 |          76.35 |          66.80 |          70.57 
            616 |          65.66 |          76.49 |          66.76 |          71.12 
            617 |          63.25 |          75.95 |          66.47 |          71.21 
            618 |          65.86 |          76.38 |          66.69 |          71.02 
            619 |          68.85 |          76.21 |          66.40 |          70.81 
            620 |          61.92 |          76.36 |          66.64 |          71.13 
            621 |          69.38 |          76.66 |          66.73 |          70.93 
            622 |          68.45 |          77.12 |          66.77 |          70.87 
            623 |          68.25 |          76.45 |          66.81 |          70.84 
            624 |          65.22 |          76.45 |          66.75 |          70.77 
            625 |          73.05 |          76.79 |          66.57 |          70.75 
            626 |          60.13 |          76.37 |          66.39 |          70.79 
            627 |          68.27 |          76.47 |          66.28 |          70.91 
            628 |          66.96 |          76.44 |          66.45 |          71.00 
            629 |          62.25 |          76.40 |          66.12 |          70.70 
            630 |          66.92 |          76.56 |          66.81 |          70.87 
            631 |          67.67 |          77.22 |          67.19 |          71.06 
            632 |          65.41 |          77.01 |          66.83 |          71.05 
            633 |          67.19 |          76.72 |          66.56 |          71.06 
            634 |          65.62 |          76.30 |          66.58 |          70.69 
            635 |          72.79 |          76.75 |          66.47 |          71.06 
            636 |          71.49 |          76.80 |          66.52 |          71.17 
            637 |          62.93 |          76.67 |          66.74 |          71.40 
            638 |          69.82 |          76.91 |          66.74 |          71.30 
            639 |          63.17 |          76.41 |          66.30 |          71.10 
            640 |          69.76 |          76.62 |          66.51 |          71.07 
            641 |          65.39 |          76.53 |          66.38 |          70.90 
            642 |          60.63 |          76.71 |          66.50 |          70.52 
            643 |          67.41 |          76.56 |          66.72 |          71.05 
            644 |          62.53 |          76.46 |          66.44 |          70.72 
            645 |          66.12 |          76.66 |          66.65 |          70.80 
            646 |          64.93 |          76.86 |          66.65 |          70.96 
            647 |          66.15 |          77.32 |          67.22 |          71.05 
            648 |          68.24 |          77.14 |          66.97 |          71.12 
            649 |          68.53 |          77.07 |          67.07 |          70.97 
            650 |          60.84 |          76.76 |          66.40 |          71.15 
            651 |          65.57 |          77.14 |          66.58 |          71.53 
            652 |          69.19 |          77.02 |          66.79 |          71.23 
            653 |          63.74 |          76.54 |          66.94 |          71.17 
            654 |          64.57 |          76.31 |          66.94 |          71.12 
            655 |          67.20 |          76.93 |          67.23 |          71.26 
            656 |          70.29 |          76.71 |          67.20 |          71.10 
            657 |          71.42 |          76.95 |          67.05 |          71.38 
            658 |          68.36 |          76.77 |          67.22 |          71.50 
            659 |          67.40 |          76.92 |          66.97 |          71.06 
            660 |          64.81 |          76.65 |          66.75 |          71.43 
            661 |          68.52 |          76.69 |          67.26 |          71.26 
            662 |          65.46 |          77.09 |          67.55 |          71.50 
            663 |          67.36 |          76.84 |          66.97 |          71.18 
            664 |          64.07 |          77.40 |          67.39 |          71.28 
            665 |          61.93 |          76.72 |          67.26 |          71.01 
            666 |          68.65 |          76.85 |          67.06 |          71.28 
            667 |          64.73 |          76.84 |          67.23 |          71.01 
            668 |          65.39 |          76.34 |          67.15 |          70.74 
            669 |          61.72 |          76.79 |          66.72 |          71.15 
            670 |          62.41 |          76.89 |          66.78 |          70.96 
            671 |          65.43 |          76.65 |          66.65 |          70.72 
            672 |          65.40 |          76.61 |          66.81 |          70.72 
            673 |          69.53 |          77.10 |          66.95 |          71.13 
            674 |          74.99 |          77.32 |          67.01 |          71.39 
            675 |          65.22 |          76.48 |          66.56 |          71.13 
            676 |          64.25 |          76.73 |          66.84 |          71.24 
            677 |          63.23 |          76.34 |          66.30 |          71.20 
            678 |          75.79 |          77.11 |          66.69 |          71.32 
            679 |          66.98 |          77.12 |          67.27 |          71.48 
            680 |          70.47 |          77.11 |          67.34 |          71.18 
            681 |          66.11 |          76.88 |          67.07 |          71.22 
            682 |          70.58 |          77.26 |          67.22 |          71.39 
            683 |          67.64 |          77.50 |          67.27 |          71.42 
            684 |          64.05 |          76.78 |          66.69 |          71.02 
            685 |          63.79 |          76.88 |          67.29 |          71.33 
            686 |          61.86 |          77.08 |          67.15 |          71.37 
            687 |          68.10 |          76.57 |          66.59 |          71.35 
            688 |          66.56 |          76.92 |          66.75 |          71.74 
            689 |          64.38 |          76.48 |          66.70 |          71.23 
            690 |          64.28 |          76.94 |          66.80 |          71.77 
            691 |          66.71 |          76.68 |          66.98 |          71.09 
            692 |          69.88 |          76.78 |          66.84 |          70.97 
            693 |          72.68 |          77.46 |          67.42 |          71.57 
            694 |          62.81 |          77.09 |          66.94 |          71.03 
            695 |          71.16 |          77.04 |          66.91 |          71.61 
            696 |          67.06 |          76.95 |          66.99 |          71.38 
            697 |          65.27 |          76.60 |          66.96 |          71.27 
            698 |          68.69 |          77.40 |          67.11 |          71.35 
            699 |          68.21 |          77.80 |          67.93 |          72.21 
            700 |          60.18 |          77.40 |          67.29 |          71.72 
            701 |          60.30 |          76.93 |          66.97 |          71.46 
            702 |          63.30 |          77.08 |          66.77 |          71.62 
            703 |          62.67 |          77.24 |          67.14 |          71.85 
            704 |          70.63 |          77.41 |          67.17 |          71.70 
            705 |          64.99 |          77.05 |          66.61 |          71.47 
            706 |          68.52 |          77.41 |          67.04 |          71.56 
            707 |          64.83 |          77.65 |          67.19 |          71.77 
            708 |          64.71 |          77.42 |          67.19 |          71.64 
            709 |          69.92 |          77.83 |          67.24 |          71.75 
            710 |          66.49 |          77.39 |          67.01 |          71.56 
            711 |          64.92 |          76.95 |          66.75 |          71.42 
            712 |          71.71 |          77.10 |          66.82 |          71.48 
            713 |          67.19 |          77.22 |          67.26 |          71.49 
            714 |          61.02 |          76.56 |          66.85 |          71.27 
            715 |          62.49 |          76.14 |          66.58 |          70.66 
            716 |          68.52 |          76.71 |          66.43 |          71.12 
            717 |          66.03 |          77.51 |          67.04 |          71.32 
            718 |          69.23 |          77.83 |          67.33 |          72.14 
            719 |          65.01 |          77.27 |          67.33 |          71.66 
            720 |          65.37 |          76.94 |          66.81 |          71.04 
            721 |          62.83 |          76.97 |          66.89 |          70.98 
            722 |          60.66 |          76.39 |          66.70 |          71.13 
            723 |          67.18 |          76.90 |          67.27 |          71.07 
            724 |          64.33 |          77.03 |          67.22 |          71.38 
            725 |          70.99 |          77.18 |          67.44 |          71.70 
            726 |          69.60 |          77.31 |          67.64 |          71.57 
            727 |          66.16 |          77.65 |          67.59 |          71.75 
            728 |          66.25 |          77.83 |          67.62 |          71.86 
            729 |          68.69 |          77.81 |          67.53 |          71.96 
            730 |          66.42 |          77.70 |          67.58 |          71.92 
            731 |          67.50 |          77.98 |          67.83 |          72.07 
            732 |          72.60 |          77.88 |          67.61 |          71.83 
            733 |          67.18 |          77.59 |          67.63 |          71.68 
            734 |          63.43 |          77.16 |          67.65 |          71.49 
            735 |          66.81 |          76.72 |          67.34 |          71.17 
            736 |          63.38 |          76.56 |          66.95 |          71.12 
            737 |          69.21 |          77.31 |          67.22 |          71.61 
            738 |          67.52 |          77.72 |          67.77 |          71.58 
            739 |          59.01 |          77.40 |          67.72 |          71.80 
            740 |          65.02 |          77.42 |          67.38 |          71.57 
            741 |          62.04 |          77.45 |          67.48 |          71.59 
            742 |          60.75 |          76.71 |          67.31 |          71.42 
            743 |          64.18 |          76.48 |          66.98 |          71.52 
            744 |          65.77 |          77.32 |          67.25 |          71.75 
            745 |          70.19 |          77.92 |          67.22 |          72.24 
            746 |          69.54 |          77.54 |          67.40 |          72.15 
            747 |          65.23 |          77.11 |          66.91 |          70.99 
            748 |          63.96 |          77.29 |          66.86 |          71.75 
            749 |          69.99 |          77.29 |          67.48 |          71.54 
            750 |          68.31 |          77.88 |          67.40 |          71.89 
            751 |          71.52 |          78.02 |          67.55 |          72.16 
            752 |          69.58 |          77.79 |          67.45 |          71.28 
            753 |          61.67 |          77.96 |          67.42 |          71.70 
            754 |          64.27 |          77.84 |          67.45 |          71.50 
            755 |          69.78 |          77.80 |          67.42 |          72.14 
            756 |          69.65 |          77.83 |          67.06 |          71.97 
            757 |          67.31 |          77.82 |          67.14 |          71.96 
            758 |          67.68 |          77.89 |          67.33 |          72.09 
            759 |          66.38 |          77.37 |          66.94 |          71.36 
            760 |          64.79 |          78.27 |          67.37 |          72.40 
            761 |          70.09 |          78.09 |          67.44 |          72.58 
            762 |          59.55 |          78.29 |          67.52 |          72.29 
            763 |          64.46 |          78.28 |          67.35 |          72.59 
            764 |          70.27 |          78.25 |          66.95 |          72.30 
            765 |          69.26 |          77.89 |          67.10 |          71.78 
            766 |          62.73 |          77.96 |          66.89 |          71.76 
            767 |          64.65 |          77.87 |          67.58 |          72.18 
            768 |          62.93 |          77.53 |          67.28 |          72.31 
            769 |          65.57 |          77.86 |          67.46 |          71.55 
            770 |          60.89 |          77.82 |          67.37 |          71.92 
            771 |          66.14 |          78.29 |          67.20 |          72.10 
            772 |          71.83 |          78.29 |          67.32 |          72.25 
            773 |          67.23 |          77.83 |          67.77 |          72.00 
            774 |          68.88 |          78.07 |          67.64 |          72.02 
            775 |          62.84 |          77.58 |          67.04 |          71.71 
            776 |          63.82 |          77.82 |          67.20 |          71.98 
            777 |          61.77 |          77.85 |          67.35 |          71.67 
            778 |          70.29 |          77.78 |          67.44 |          72.00 
            779 |          66.88 |          77.31 |          67.26 |          72.08 
            780 |          66.01 |          77.49 |          67.35 |          72.12 
            781 |          65.88 |          77.64 |          67.48 |          71.90 
            782 |          63.99 |          77.61 |          67.34 |          71.48 
            783 |          61.00 |          77.72 |          67.12 |          71.74 
            784 |          71.28 |          77.56 |          67.01 |          71.41 
            785 |          73.02 |          78.11 |          67.21 |          71.86 
            786 |          66.14 |          77.95 |          66.99 |          71.88 
            787 |          61.90 |          77.89 |          67.20 |          71.92 
            788 |          63.06 |          77.99 |          67.39 |          71.81 
            789 |          65.73 |          78.13 |          66.94 |          71.75 
            790 |          67.96 |          78.34 |          67.33 |          72.47 
            791 |          65.50 |          77.88 |          67.52 |          71.85 
            792 |          65.61 |          78.12 |          67.16 |          72.23 
            793 |          61.89 |          78.03 |          67.01 |          72.01 
            794 |          70.34 |          78.00 |          67.29 |          71.80 
            795 |          65.51 |          77.82 |          67.02 |          71.68 
            796 |          67.36 |          78.15 |          67.02 |          72.38 
            797 |          64.80 |          77.82 |          67.18 |          71.63 
            798 |          70.05 |          77.59 |          67.38 |          71.58 
            799 |          63.22 |          77.77 |          67.15 |          71.63 
            800 |          62.92 |          77.74 |          67.00 |          71.61 
            801 |          67.53 |          77.63 |          67.29 |          71.68 
            802 |          63.86 |          77.66 |          67.29 |          72.01 
            803 |          60.88 |          77.76 |          67.42 |          72.32 
            804 |          68.25 |          77.69 |          67.29 |          72.09 
            805 |          70.68 |          78.37 |          67.45 |          72.24 
            806 |          65.96 |          78.22 |          67.55 |          72.01 
            807 |          70.09 |          77.55 |          67.54 |          71.98 
            808 |          64.03 |          77.42 |          67.11 |          71.25 
            809 |          62.99 |          77.40 |          66.98 |          71.59 
            810 |          67.37 |          77.45 |          67.44 |          72.05 
            811 |          62.38 |          77.99 |          67.39 |          71.81 
            812 |          70.22 |          77.54 |          67.23 |          71.78 
            813 |          66.68 |          78.04 |          67.61 |          72.37 
            814 |          68.88 |          78.20 |          67.52 |          72.22 
            815 |          66.65 |          78.64 |          67.80 |          72.50 
            816 |          69.49 |          78.16 |          67.21 |          71.76 
            817 |          63.75 |          78.04 |          67.40 |          71.90 
            818 |          60.39 |          77.59 |          67.57 |          71.61 
            819 |          61.06 |          77.22 |          66.67 |          71.49 
            820 |          63.58 |          77.47 |          66.96 |          71.75 
            821 |          66.31 |          78.16 |          67.38 |          71.94 
            822 |          59.69 |          78.00 |          67.28 |          72.14 
            823 |          68.56 |          77.82 |          67.36 |          71.94 
            824 |          66.60 |          78.27 |          67.44 |          72.13 
            825 |          73.63 |          77.92 |          67.56 |          71.93 
            826 |          64.79 |          77.94 |          67.31 |          72.41 
            827 |          68.07 |          77.89 |          67.49 |          72.01 
            828 |          66.06 |          77.83 |          67.20 |          71.91 
            829 |          70.70 |          77.99 |          67.79 |          72.32 
            830 |          69.18 |          77.84 |          67.28 |          71.95 
            831 |          67.20 |          77.99 |          66.98 |          72.03 
            832 |          63.54 |          77.83 |          66.68 |          71.70 
            833 |          60.98 |          77.71 |          66.90 |          71.71 
            834 |          65.84 |          77.85 |          67.14 |          71.83 
            835 |          61.29 |          77.51 |          66.76 |          71.42 
            836 |          67.32 |          77.50 |          66.83 |          71.42 
            837 |          60.91 |          77.73 |          66.93 |          71.68 
            838 |          62.79 |          78.32 |          67.65 |          71.80 
            839 |          60.48 |          78.27 |          67.41 |          71.61 
            840 |          61.98 |          78.19 |          67.27 |          71.70 
            841 |          60.55 |          77.98 |          67.43 |          71.91 
            842 |          61.08 |          77.72 |          67.34 |          71.48 
            843 |          63.08 |          77.96 |          67.57 |          71.94 
            844 |          58.25 |          77.78 |          67.49 |          72.03 
            845 |          65.11 |          77.48 |          67.15 |          71.62 
            846 |          64.28 |          77.69 |          67.21 |          71.40 
            847 |          65.90 |          78.02 |          67.82 |          71.87 
            848 |          65.10 |          78.24 |          67.79 |          72.20 
            849 |          67.57 |          77.79 |          67.14 |          71.66 
            850 |          68.80 |          77.92 |          67.45 |          71.80 
            851 |          59.84 |          77.58 |          67.32 |          71.80 
            852 |          60.19 |          78.03 |          67.55 |          72.16 
            853 |          68.39 |          78.05 |          67.31 |          72.02 
            854 |          65.03 |          77.79 |          67.14 |          71.77 
            855 |          66.62 |          78.20 |          67.58 |          72.32 
            856 |          68.18 |          78.29 |          67.50 |          72.26 
            857 |          59.15 |          78.08 |          67.37 |          72.29 
            858 |          62.22 |          78.35 |          67.31 |          72.38 
            859 |          62.25 |          78.12 |          67.31 |          72.40 
            860 |          67.68 |          77.94 |          67.18 |          72.20 
            861 |          66.13 |          78.23 |          67.29 |          72.51 
            862 |          62.79 |          77.93 |          67.25 |          72.11 
            863 |          57.30 |          78.08 |          67.31 |          72.40 
            864 |          64.26 |          77.62 |          67.37 |          72.13 
            865 |          61.75 |          77.59 |          67.19 |          72.04 
            866 |          60.65 |          78.09 |          67.48 |          72.05 
            867 |          67.71 |          77.73 |          66.94 |          72.01 
            868 |          69.40 |          78.04 |          67.74 |          72.23 
            869 |          68.26 |          77.86 |          67.86 |          72.22 
            870 |          61.94 |          77.91 |          67.69 |          72.27 
            871 |          65.41 |          77.93 |          67.64 |          72.30 
            872 |          60.98 |          77.55 |          67.33 |          72.14 
            873 |          58.48 |          77.62 |          67.24 |          71.87 
            874 |          64.86 |          77.90 |          67.21 |          72.16 
            875 |          65.64 |          77.84 |          67.00 |          71.59 
            876 |          68.61 |          78.26 |          66.81 |          71.76 
            877 |          67.57 |          78.60 |          67.12 |          72.31 
            878 |          61.43 |          78.16 |          67.13 |          71.74 
            879 |          69.79 |          78.18 |          66.89 |          72.18 
            880 |          61.08 |          78.50 |          67.02 |          72.64 
            881 |          64.18 |          78.01 |          67.08 |          72.44 
            882 |          65.58 |          77.81 |          66.99 |          72.52 
            883 |          71.62 |          78.18 |          67.43 |          72.38 
            884 |          65.90 |          77.89 |          67.01 |          71.63 
            885 |          62.62 |          78.07 |          67.08 |          72.17 
            886 |          65.05 |          77.95 |          67.13 |          71.96 
            887 |          64.21 |          78.20 |          67.26 |          72.42 
            888 |          68.59 |          78.57 |          67.68 |          72.90 
            889 |          65.47 |          78.53 |          67.53 |          72.76 
            890 |          62.69 |          78.54 |          67.76 |          72.75 
            891 |          68.85 |          78.48 |          67.74 |          72.33 
            892 |          66.03 |          78.31 |          67.34 |          72.54 
            893 |          65.41 |          78.51 |          67.35 |          72.77 
            894 |          76.36 |          78.58 |          67.26 |          72.57 
            895 |          68.76 |          78.64 |          67.25 |          72.35 
            896 |          69.70 |          78.30 |          67.07 |          72.55 
            897 |          62.73 |          77.95 |          66.67 |          71.87 
            898 |          62.90 |          78.15 |          66.53 |          72.18 
            899 |          64.68 |          78.14 |          67.07 |          72.30 
            900 |          64.12 |          78.55 |          67.05 |          72.47 
            901 |          64.67 |          78.38 |          67.21 |          72.60 
            902 |          65.13 |          78.27 |          67.24 |          72.43 
            903 |          66.55 |          77.89 |          66.95 |          71.99 
            904 |          66.94 |          77.55 |          67.14 |          72.04 
            905 |          62.81 |          77.70 |          67.19 |          72.14 
            906 |          63.51 |          77.92 |          66.76 |          72.30 
            907 |          65.86 |          78.04 |          67.15 |          72.35 
            908 |          64.57 |          77.90 |          67.19 |          71.99 
            909 |          58.74 |          78.05 |          67.37 |          72.47 
            910 |          60.56 |          78.12 |          67.25 |          72.32 
            911 |          62.56 |          77.94 |          67.10 |          72.08 
            912 |          63.98 |          77.76 |          67.00 |          72.23 
