Evaluation

batch_size=10
bert=False
bert_frozen=True
char_cnn_filter_num=30
char_embeddings_dim=25
char_window_size=3
check_for_lowercase=True
clip_grad=5
cross_fold_id=-1
cross_folds_num=-1
data_io='connl-ner-2003'
dataset_sort=False
dev='data/targer/targer_dev.txt'
dropout_ratio=0.5
elmo=False
elmo_options_fn='embeddings/elmo_2x4096_512_2048cnn_2xhighway_5.5B_options.json'
elmo_weights_fn='/home/vika/targer/embeddings/elmo_2x4096_512_2048cnn_2xhighway_5.5B_weights.hdf5'
emb_delimiter=' '
emb_dim=100
emb_fn='embeddings/glove.6B.100d.txt'
emb_load_all=False
embedding_dim=768
epoch_num=10000
evaluator='f1-macro'
freeze_char_embeddings=False
freeze_word_embeddings=False
gpu=5
load=None
logname='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=200-epochs=10000-lr_bert0.01-frozen=TRUE-lr0.01.log'
lr=0.01
lr_bert=0.01
lr_decay=0.05
min_epoch_num=50
model='BiRNN'
momentum=0.9
opt='adam'
path_to_bert='xlnet-base-cased'
patience=100
report_fn='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=200-epochs=10000-lr_bert0.01-frozen=TRUE-lr0.01.txt'
rnn_hidden_dim=200
rnn_type='LSTM'
save='targer-xlnet-base-capri-patence=100-rnn-hidden-dim=200-epochs=10000-lr_bert0.01-frozen=TRUE-lr0.01.hdf5'
save_best=True
seed_num=42
special_bert=True
splitter=' '
test='data/targer/targer_test.txt'
train='data/targer/targer_train.txt'
verbose=True
word_len=20
word_seq_indexer=None
xlnet=True

         epoch  |     train loss | f1-macro-train |   f1-macro-dev |  f1-macro-test 
            626 |          50.52 |          82.51 |          68.18 |          71.96 
            627 |          56.63 |          82.59 |          68.37 |          72.25 
            628 |          55.86 |          82.60 |          68.36 |          71.92 
            629 |          51.00 |          82.65 |          68.40 |          72.50 
            630 |          58.75 |          82.88 |          68.52 |          72.20 
            631 |          54.16 |          82.88 |          68.33 |          71.79 
            632 |          55.21 |          82.74 |          68.29 |          71.89 
            633 |          56.30 |          82.77 |          68.31 |          71.86 
            634 |          56.15 |          82.60 |          68.58 |          71.97 
            635 |          62.04 |          82.49 |          68.32 |          71.47 
            636 |          59.03 |          82.60 |          68.52 |          71.73 
            637 |          54.43 |          82.61 |          68.37 |          71.87 
            638 |          56.89 |          82.50 |          68.39 |          71.55 
            639 |          53.32 |          82.58 |          68.29 |          71.32 
            640 |          57.76 |          82.79 |          69.22 |          71.79 
            641 |          54.40 |          82.66 |          68.65 |          71.83 
            642 |          50.18 |          82.43 |          68.26 |          71.51 
            643 |          53.43 |          82.20 |          68.30 |          71.54 
            644 |          51.32 |          82.68 |          68.32 |          71.60 
            645 |          55.73 |          82.85 |          68.38 |          71.88 
            646 |          55.52 |          83.28 |          68.71 |          72.11 
            647 |          54.41 |          83.09 |          68.58 |          72.01 
            648 |          58.39 |          83.13 |          68.80 |          72.02 
            649 |          55.69 |          83.11 |          69.08 |          71.46 
            650 |          49.64 |          82.88 |          68.35 |          71.22 
            651 |          55.65 |          82.90 |          69.04 |          71.50 
            652 |          58.40 |          82.82 |          68.84 |          71.35 
            653 |          52.41 |          82.65 |          68.78 |          71.40 
            654 |          52.02 |          82.81 |          68.87 |          72.23 
            655 |          54.86 |          82.89 |          68.66 |          72.11 
            656 |          57.51 |          82.81 |          68.72 |          72.21 
            657 |          59.69 |          83.04 |          68.97 |          72.38 
            658 |          54.14 |          83.05 |          69.24 |          72.25 
            659 |          56.09 |          82.91 |          68.38 |          71.79 
            660 |          54.55 |          82.91 |          68.86 |          71.87 
            661 |          56.03 |          82.88 |          69.07 |          72.51 
            662 |          54.37 |          83.13 |          69.05 |          72.60 
            663 |          57.50 |          82.82 |          68.71 |          71.93 
            664 |          54.58 |          83.12 |          68.61 |          71.58 
            665 |          53.16 |          83.14 |          68.93 |          72.02 
            666 |          57.31 |          83.46 |          68.49 |          71.79 
            667 |          55.89 |          83.36 |          68.89 |          71.92 
            668 |          55.00 |          83.10 |          69.42 |          72.23 
            669 |          51.66 |          82.91 |          68.71 |          71.38 
            670 |          51.38 |          83.03 |          68.43 |          71.53 
            671 |          51.89 |          82.75 |          68.63 |          71.51 
            672 |          52.83 |          82.87 |          68.72 |          71.39 
            673 |          57.24 |          82.91 |          68.59 |          71.24 
            674 |          62.98 |          83.24 |          68.56 |          71.40 
            675 |          51.94 |          83.13 |          68.50 |          71.02 
            676 |          52.93 |          82.95 |          68.97 |          71.57 
            677 |          52.40 |          82.64 |          68.12 |          70.90 
            678 |          64.12 |          83.20 |          68.66 |          71.64 
            679 |          55.35 |          83.20 |          69.13 |          71.91 
            680 |          60.45 |          83.23 |          69.08 |          71.98 
            681 |          56.05 |          83.46 |          69.14 |          72.24 
            682 |          57.13 |          83.61 |          69.06 |          71.82 
            683 |          55.46 |          83.61 |          69.04 |          71.89 
            684 |          51.86 |          83.54 |          69.43 |          72.07 
            685 |          54.44 |          83.40 |          69.09 |          71.96 
            686 |          51.54 |          83.24 |          68.93 |          71.73 
            687 |          55.87 |          83.12 |          68.45 |          71.37 
            688 |          55.86 |          83.18 |          68.79 |          71.28 
            689 |          55.00 |          82.99 |          68.69 |          71.90 
            690 |          52.60 |          83.44 |          69.26 |          71.92 
            691 |          56.54 |          83.39 |          69.04 |          71.77 
            692 |          57.41 |          83.21 |          68.93 |          71.82 
            693 |          58.64 |          83.23 |          69.00 |          71.24 
            694 |          51.95 |          83.05 |          68.88 |          71.64 
            695 |          59.37 |          83.00 |          68.42 |          71.20 
            696 |          55.11 |          83.47 |          68.92 |          71.92 
            697 |          55.13 |          83.22 |          68.80 |          71.66 
            698 |          57.95 |          83.66 |          68.95 |          71.74 
            699 |          56.14 |          83.51 |          68.88 |          71.85 
            700 |          50.05 |          83.59 |          68.86 |          72.07 
            701 |          49.91 |          83.63 |          68.86 |          72.08 
            702 |          51.42 |          83.26 |          67.82 |          71.40 
            703 |          49.91 |          83.62 |          69.00 |          72.32 
            704 |          57.60 |          83.59 |          68.48 |          71.94 
            705 |          51.85 |          83.51 |          68.54 |          72.12 
            706 |          56.75 |          83.57 |          69.10 |          72.37 
            707 |          53.35 |          83.51 |          69.16 |          72.46 
            708 |          54.04 |          83.68 |          68.84 |          72.46 
            709 |          58.32 |          83.24 |          69.12 |          71.88 
            710 |          56.08 |          83.59 |          69.20 |          72.39 
            711 |          55.95 |          83.43 |          68.59 |          71.74 
            712 |          59.84 |          83.43 |          68.55 |          71.53 
            713 |          54.10 |          83.66 |          69.02 |          71.92 
            714 |          49.20 |          83.15 |          68.10 |          71.87 
            715 |          51.95 |          83.37 |          68.29 |          71.74 
            716 |          57.21 |          83.30 |          68.36 |          71.29 
            717 |          55.41 |          83.25 |          68.73 |          71.04 
            718 |          56.26 |          83.68 |          69.05 |          71.44 
            719 |          54.14 |          83.32 |          68.27 |          71.81 
            720 |          54.61 |          83.58 |          68.65 |          71.50 
            721 |          52.04 |          83.47 |          68.78 |          71.65 
            722 |          50.13 |          83.40 |          68.56 |          71.91 
            723 |          53.76 |          83.76 |          68.81 |          71.51 
            724 |          55.70 |          83.79 |          69.13 |          71.68 
            725 |          55.69 |          83.82 |          69.20 |          72.03 
            726 |          54.53 |          84.09 |          69.15 |          71.92 
            727 |          57.35 |          83.82 |          68.98 |          71.68 
            728 |          55.75 |          83.90 |          69.09 |          71.74 
            729 |          56.09 |          84.18 |          69.26 |          71.81 
            730 |          56.17 |          83.96 |          69.52 |          72.41 
            731 |          55.67 |          84.03 |          69.41 |          71.90 
            732 |          59.36 |          83.97 |          69.24 |          71.57 
            733 |          57.66 |          83.80 |          69.45 |          72.21 
            734 |          52.23 |          83.56 |          68.85 |          71.34 
            735 |          56.65 |          83.51 |          69.09 |          71.52 
            736 |          54.10 |          83.48 |          69.04 |          72.08 
            737 |          57.01 |          83.80 |          69.11 |          71.36 
            738 |          56.80 |          83.83 |          69.59 |          71.68 
            739 |          47.76 |          83.71 |          69.88 |          71.91 
            740 |          51.19 |          83.68 |          69.34 |          71.59 
            741 |          50.33 |          83.81 |          69.24 |          71.60 
            742 |          50.88 |          83.41 |          69.36 |          71.52 
            743 |          51.03 |          83.46 |          68.58 |          71.72 
            744 |          54.15 |          83.83 |          69.35 |          71.67 
            745 |          61.29 |          84.06 |          69.18 |          72.01 
            746 |          59.01 |          83.70 |          69.06 |          71.62 
            747 |          55.23 |          83.37 |          68.37 |          71.24 
            748 |          54.21 |          83.66 |          68.42 |          71.45 
            749 |          58.68 |          83.77 |          69.31 |          71.93 
            750 |          58.03 |          84.12 |          69.24 |          71.98 
            751 |          58.31 |          84.12 |          69.50 |          72.05 
            752 |          57.28 |          83.97 |          69.71 |          71.96 
            753 |          52.04 |          83.89 |          69.69 |          71.79 
            754 |          53.38 |          83.61 |          69.34 |          71.93 
            755 |          56.28 |          83.96 |          69.73 |          72.24 
            756 |          57.52 |          84.20 |          69.52 |          71.77 
            757 |          55.18 |          83.99 |          69.64 |          71.51 
            758 |          53.92 |          84.04 |          69.46 |          71.38 
            759 |          52.84 |          83.73 |          69.21 |          71.51 
            760 |          51.96 |          83.91 |          69.27 |          71.26 
            761 |          54.81 |          83.96 |          69.16 |          71.43 
            762 |          49.73 |          83.81 |          68.74 |          71.27 
            763 |          52.74 |          84.05 |          69.21 |          71.55 
            764 |          56.42 |          83.74 |          69.15 |          71.85 
            765 |          56.45 |          83.58 |          68.85 |          71.69 
            766 |          51.59 |          83.66 |          68.57 |          71.31 
            767 |          54.79 |          83.99 |          68.74 |          71.93 
            768 |          49.97 |          83.91 |          69.25 |          71.78 
            769 |          51.76 |          83.53 |          68.87 |          72.17 
            770 |          51.73 |          83.69 |          69.10 |          72.11 
            771 |          54.19 |          83.75 |          68.82 |          71.49 
            772 |          59.51 |          83.87 |          69.32 |          71.43 
            773 |          55.23 |          83.74 |          69.42 |          72.37 
            774 |          55.33 |          84.09 |          68.76 |          71.54 
            775 |          52.85 |          83.97 |          68.95 |          71.88 
            776 |          52.92 |          84.02 |          68.97 |          71.99 
            777 |          49.11 |          84.04 |          68.77 |          71.84 
            778 |          54.41 |          84.04 |          68.35 |          72.04 
            779 |          56.40 |          83.78 |          68.36 |          71.90 
            780 |          55.07 |          83.85 |          68.44 |          71.64 
            781 |          54.09 |          84.02 |          68.75 |          71.84 
            782 |          51.70 |          83.88 |          68.04 |          71.41 
            783 |          52.62 |          84.03 |          68.83 |          71.26 
            784 |          59.82 |          83.74 |          68.48 |          71.74 
            785 |          59.49 |          84.07 |          68.67 |          71.48 
            786 |          52.78 |          83.98 |          68.49 |          71.57 
            787 |          51.89 |          84.04 |          68.68 |          71.82 
            788 |          51.75 |          84.34 |          68.85 |          71.64 
            789 |          55.19 |          84.08 |          68.82 |          71.18 
            790 |          53.50 |          83.99 |          68.81 |          71.55 
            791 |          52.36 |          83.83 |          68.94 |          71.19 
            792 |          54.64 |          84.22 |          68.92 |          71.52 
            793 |          50.43 |          83.91 |          69.28 |          71.46 
            794 |          59.63 |          84.20 |          68.99 |          71.62 
            795 |          55.16 |          84.04 |          68.76 |          71.54 
            796 |          53.77 |          83.96 |          68.89 |          71.91 
            797 |          54.89 |          83.96 |          68.64 |          71.66 
            798 |          57.22 |          84.00 |          68.70 |          71.88 
            799 |          50.50 |          84.33 |          69.05 |          71.99 
            800 |          50.10 |          84.05 |          68.72 |          71.95 
            801 |          55.10 |          83.84 |          68.80 |          72.01 
            802 |          51.99 |          83.99 |          69.42 |          71.73 
            803 |          50.31 |          83.91 |          69.37 |          72.21 
            804 |          57.52 |          84.24 |          69.13 |          71.84 
            805 |          59.68 |          84.23 |          69.08 |          71.90 
            806 |          55.56 |          84.30 |          69.05 |          72.00 
            807 |          58.35 |          84.07 |          68.64 |          71.80 
            808 |          52.79 |          84.33 |          68.87 |          71.34 
            809 |          50.82 |          84.32 |          69.47 |          71.54 
            810 |          55.21 |          84.12 |          69.21 |          71.68 
            811 |          51.31 |          84.36 |          69.21 |          71.94 
            812 |          57.66 |          84.21 |          69.28 |          71.68 
            813 |          53.95 |          84.31 |          69.47 |          72.03 
            814 |          57.93 |          84.47 |          68.96 |          71.76 
            815 |          56.55 |          84.42 |          69.00 |          71.76 
            816 |          55.36 |          84.20 |          69.17 |          71.33 
            817 |          52.78 |          83.98 |          68.79 |          71.42 
            818 |          49.64 |          84.02 |          68.78 |          71.25 
            819 |          49.78 |          83.55 |          68.39 |          71.49 
            820 |          51.94 |          84.01 |          68.85 |          71.57 
            821 |          56.54 |          84.34 |          69.31 |          71.34 
            822 |          48.84 |          84.35 |          68.83 |          71.37 
            823 |          55.16 |          84.26 |          68.87 |          71.60 
            824 |          52.75 |          84.32 |          69.15 |          71.62 
            825 |          56.65 |          84.27 |          69.33 |          72.09 
            826 |          54.23 |          84.52 |          69.38 |          71.72 
            827 |          54.34 |          84.40 |          69.60 |          71.77 
            828 |          53.78 |          84.31 |          68.79 |          71.29 
            829 |          57.38 |          84.55 |          68.49 |          72.23 
            830 |          59.84 |          84.46 |          68.96 |          71.97 
            831 |          53.13 |          84.43 |          68.90 |          71.50 
            832 |          53.24 |          84.39 |          69.24 |          71.55 
            833 |          50.96 |          84.30 |          69.01 |          71.99 
            834 |          53.97 |          84.64 |          69.74 |          72.36 
            835 |          48.97 |          84.27 |          69.02 |          71.87 
            836 |          55.28 |          84.66 |          69.25 |          71.92 
            837 |          51.02 |          84.30 |          69.42 |          71.95 
            838 |          50.49 |          84.59 |          69.36 |          72.08 
            839 |          50.28 |          84.60 |          69.11 |          71.69 
            840 |          51.34 |          84.58 |          68.94 |          71.74 
            841 |          49.38 |          84.42 |          69.00 |          71.79 
            842 |          51.03 |          84.54 |          69.04 |          71.94 
            843 |          50.71 |          84.67 |          69.20 |          72.11 
            844 |          47.82 |          84.44 |          69.46 |          71.77 
            845 |          52.40 |          84.41 |          68.91 |          71.71 
            846 |          51.15 |          84.70 |          69.17 |          71.99 
            847 |          53.78 |          84.74 |          69.19 |          72.32 
            848 |          52.95 |          84.57 |          69.02 |          72.07 
            849 |          54.67 |          84.47 |          68.65 |          71.92 
            850 |          56.00 |          84.67 |          69.10 |          71.61 
            851 |          50.75 |          84.80 |          68.84 |          72.03 
            852 |          50.08 |          84.68 |          69.35 |          71.96 
            853 |          55.26 |          84.40 |          69.30 |          72.39 
            854 |          55.30 |          84.72 |          68.96 |          72.27 
            855 |          56.93 |          84.96 |          69.43 |          71.94 
            856 |          55.20 |          84.80 |          69.31 |          72.15 
            857 |          47.99 |          84.70 |          69.30 |          72.20 
            858 |          49.62 |          84.64 |          69.33 |          71.67 
            859 |          50.97 |          84.57 |          68.75 |          72.16 
            860 |          54.72 |          84.40 |          69.00 |          71.99 
            861 |          56.07 |          84.49 |          69.21 |          72.23 
            862 |          50.30 |          84.44 |          69.21 |          72.16 
            863 |          46.63 |          84.62 |          69.41 |          72.36 
            864 |          51.80 |          84.71 |          69.59 |          72.15 
            865 |          49.69 |          84.73 |          69.24 |          72.13 
            866 |          50.43 |          84.85 |          68.85 |          72.04 
            867 |          55.70 |          84.62 |          69.29 |          72.16 
            868 |          59.27 |          84.76 |          69.06 |          72.11 
            869 |          55.59 |          84.70 |          69.17 |          72.23 
            870 |          50.68 |          84.51 |          69.36 |          72.34 
            871 |          54.42 |          84.60 |          69.21 |          72.20 
            872 |          48.46 |          84.45 |          69.53 |          72.36 
            873 |          49.14 |          84.41 |          69.59 |          72.34 
            874 |          52.78 |          84.56 |          69.56 |          72.83 
            875 |          53.08 |          84.50 |          69.46 |          72.09 
            876 |          56.01 |          84.91 |          69.29 |          71.84 
            877 |          54.80 |          84.84 |          69.35 |          72.07 
            878 |          50.71 |          84.92 |          69.24 |          72.11 
            879 |          56.69 |          84.76 |          69.31 |          72.14 
            880 |          48.11 |          84.91 |          69.21 |          72.06 
            881 |          51.83 |          84.80 |          69.05 |          72.21 
            882 |          52.96 |          84.94 |          69.20 |          72.25 
            883 |          58.78 |          84.84 |          68.57 |          72.40 
            884 |          52.42 |          84.59 |          68.94 |          72.66 
            885 |          51.49 |          84.50 |          68.50 |          71.92 
            886 |          54.39 |          84.76 |          68.41 |          72.05 
            887 |          51.83 |          84.68 |          68.69 |          72.12 
            888 |          51.99 |          84.75 |          68.58 |          72.01 
            889 |          52.66 |          85.05 |          68.86 |          72.54 
            890 |          51.03 |          85.03 |          69.06 |          72.43 
            891 |          56.66 |          85.01 |          69.07 |          72.39 
            892 |          54.95 |          84.98 |          69.47 |          72.90 
            893 |          53.41 |          84.90 |          69.34 |          72.33 
            894 |          61.84 |          85.06 |          68.97 |          72.33 
            895 |          55.06 |          85.16 |          68.73 |          72.24 
            896 |          56.05 |          84.97 |          68.64 |          72.41 
            897 |          51.64 |          84.82 |          68.80 |          72.40 
            898 |          50.71 |          85.04 |          68.72 |          72.39 
            899 |          54.60 |          85.04 |          69.20 |          73.07 
            900 |          52.21 |          85.23 |          68.81 |          72.69 
            901 |          51.83 |          85.04 |          68.78 |          72.36 
            902 |          51.64 |          84.78 |          68.89 |          72.67 
            903 |          55.90 |          84.78 |          68.90 |          72.33 
            904 |          55.93 |          84.47 |          68.93 |          72.58 
            905 |          52.31 |          84.64 |          69.07 |          72.39 
            906 |          52.29 |          84.76 |          68.79 |          72.58 
            907 |          53.75 |          84.90 |          68.91 |          72.69 
            908 |          52.01 |          84.87 |          68.73 |          72.42 
            909 |          45.50 |          84.77 |          68.87 |          72.56 
            910 |          48.03 |          84.77 |          69.07 |          72.36 
            911 |          52.47 |          84.94 |          68.99 |          72.71 
            912 |          52.54 |          85.02 |          69.27 |          72.75 
            913 |          54.07 |          85.17 |          69.21 |          72.43 
            914 |          52.01 |          84.98 |          69.16 |          72.36 
            915 |          52.90 |          84.97 |          68.96 |          72.41 
            916 |          50.88 |          84.98 |          69.16 |          72.61 
            917 |          51.00 |          85.20 |          69.38 |          72.69 
            918 |          48.50 |          84.62 |          69.17 |          72.42 
            919 |          54.94 |          85.22 |          69.47 |          72.51 
            920 |          52.83 |          84.91 |          69.01 |          72.32 
            921 |          51.98 |          85.14 |          68.24 |          72.17 
            922 |          51.67 |          85.03 |          68.84 |          72.26 
            923 |          50.62 |          85.10 |          69.12 |          72.48 
            924 |          52.48 |          85.36 |          68.72 |          72.68 
            925 |          50.80 |          84.99 |          69.42 |          72.61 
            926 |          53.20 |          85.25 |          68.99 |          72.50 
            927 |          55.22 |          85.17 |          69.06 |          72.48 
            928 |          50.17 |          85.13 |          69.11 |          72.56 
            929 |          47.30 |          84.87 |          69.25 |          72.59 
            930 |          50.47 |          84.72 |          69.41 |          72.53 
            931 |          51.05 |          84.79 |          69.25 |          72.69 
            932 |          49.64 |          84.64 |          69.06 |          72.42 
            933 |          54.96 |          85.19 |          69.18 |          73.16 
            934 |          53.62 |          85.16 |          68.82 |          73.19 
            935 |          54.12 |          85.25 |          69.17 |          72.89 
            936 |          49.11 |          85.28 |          69.18 |          72.68 
            937 |          48.16 |          85.20 |          68.52 |          72.44 
            938 |          53.08 |          85.29 |          69.09 |          72.51 
            939 |          54.86 |          85.44 |          69.28 |          72.82 
            940 |          48.53 |          85.22 |          69.23 |          72.71 
            941 |          53.72 |          85.29 |          69.52 |          72.72 
            942 |          51.96 |          85.11 |          69.27 |          72.30 
            943 |          56.11 |          85.11 |          69.33 |          72.04 
            944 |          51.17 |          85.16 |          69.62 |          72.15 
            945 |          53.43 |          85.27 |          69.26 |          72.62 
            946 |          50.64 |          85.24 |          69.67 |          72.31 
            947 |          51.13 |          85.18 |          69.49 |          72.43 
            948 |          49.45 |          85.24 |          69.54 |          72.56 
            949 |          56.97 |          85.02 |          69.04 |          72.60 
            950 |          56.25 |          85.30 |          69.32 |          72.72 
            951 |          54.92 |          85.18 |          69.21 |          72.37 
            952 |          53.91 |          85.32 |          69.46 |          72.42 
            953 |          55.01 |          85.43 |          69.06 |          72.22 
            954 |          53.83 |          85.33 |          68.93 |          72.11 
            955 |          51.00 |          85.28 |          68.83 |          71.68 
            956 |          49.68 |          85.14 |          68.89 |          72.56 
            957 |          52.09 |          85.27 |          68.85 |          71.97 
            958 |          50.70 |          84.93 |          68.77 |          72.14 
            959 |          52.91 |          85.20 |          69.09 |          72.66 
            960 |          47.00 |          85.25 |          68.89 |          72.75 
            961 |          50.08 |          85.43 |          68.87 |          72.82 
            962 |          55.23 |          85.48 |          69.19 |          72.78 
            963 |          50.97 |          85.14 |          69.14 |          72.81 
            964 |          52.33 |          85.14 |          69.24 |          72.94 
            965 |          51.58 |          85.16 |          69.40 |          72.96 
            966 |          53.31 |          85.27 |          69.30 |          72.45 
            967 |          57.06 |          85.31 |          69.56 |          72.91 
            968 |          54.71 |          85.31 |          69.69 |          72.73 
            969 |          49.76 |          85.29 |          69.71 |          72.88 
            970 |          48.59 |          85.13 |          69.60 |          73.07 
            971 |          55.95 |          85.27 |          69.44 |          73.09 
            972 |          56.40 |          85.16 |          69.57 |          72.85 
            973 |          50.27 |          85.15 |          69.53 |          72.95 
            974 |          54.01 |          85.26 |          69.31 |          72.75 
            975 |          54.42 |          85.28 |          69.16 |          72.51 
            976 |          53.40 |          85.24 |          69.19 |          71.54 
            977 |          50.42 |          85.04 |          69.13 |          71.96 
            978 |          54.20 |          85.37 |          69.14 |          71.94 
            979 |          52.14 |          85.42 |          69.11 |          71.71 
            980 |          57.87 |          85.61 |          69.35 |          72.43 
            981 |          51.22 |          85.46 |          69.27 |          72.77 
            982 |          53.15 |          85.37 |          69.14 |          72.48 
            983 |          55.51 |          85.34 |          69.13 |          72.35 
            984 |          52.31 |          85.25 |          69.32 |          72.47 
            985 |          51.28 |          85.23 |          69.35 |          72.39 
            986 |          50.65 |          85.35 |          69.12 |          72.31 
            987 |          54.55 |          85.46 |          69.05 |          72.09 
            988 |          54.52 |          85.38 |          69.05 |          72.43 
            989 |          55.32 |          85.10 |          69.11 |          72.34 
            990 |          52.26 |          85.16 |          69.21 |          72.10 
            991 |          51.98 |          85.28 |          69.17 |          71.96 
            992 |          49.81 |          85.21 |          69.15 |          72.12 
            993 |          45.07 |          85.09 |          69.44 |          72.56 
            994 |          53.92 |          85.43 |          69.71 |          71.88 
            995 |          52.83 |          85.33 |          69.62 |          72.07 
            996 |          47.95 |          85.23 |          69.38 |          72.27 
            997 |          49.22 |          85.14 |          68.97 |          72.01 
            998 |          52.00 |          85.15 |          69.02 |          72.48 
            999 |          55.14 |          85.45 |          69.54 |          72.60 
           1000 |          50.56 |          85.31 |          69.11 |          72.35 
           1001 |          55.12 |          85.46 |          69.10 |          72.58 
           1002 |          48.73 |          85.47 |          69.06 |          72.61 
           1003 |          52.93 |          85.16 |          69.30 |          72.56 
           1004 |          52.61 |          85.43 |          69.33 |          72.45 
           1005 |          53.53 |          85.31 |          69.31 |          72.58 
           1006 |          54.19 |          85.39 |          69.23 |          72.90 
           1007 |          51.91 |          85.37 |          69.32 |          72.94 
           1008 |          48.05 |          85.56 |          69.27 |          72.65 
           1009 |          49.90 |          85.49 |          69.66 |          72.82 
           1010 |          49.97 |          85.45 |          69.50 |          72.91 
           1011 |          55.35 |          85.40 |          69.38 |          72.40 
           1012 |          47.91 |          85.42 |          69.50 |          72.65 
           1013 |          56.88 |          85.22 |          69.81 |          72.80 
           1014 |          52.99 |          85.48 |          69.35 |          72.38 
           1015 |          50.30 |          85.58 |          69.60 |          72.75 
           1016 |          50.72 |          85.63 |          69.35 |          72.85 
           1017 |          50.88 |          85.48 |          69.70 |          72.72 
           1018 |          53.49 |          85.55 |          69.68 |          72.60 
           1019 |          52.91 |          85.38 |          69.29 |          72.56 
           1020 |          50.47 |          85.23 |          69.12 |          72.14 
           1021 |          49.14 |          85.16 |          69.23 |          71.39 
           1022 |          47.99 |          85.26 |          69.41 |          72.18 
           1023 |          49.71 |          85.55 |          69.41 |          72.33 
           1024 |          51.26 |          85.55 |          69.45 |          72.28 
           1025 |          56.52 |          85.56 |          69.46 |          72.17 
           1026 |          50.99 |          85.64 |          69.31 |          72.14 
           1027 |          54.35 |          85.64 |          69.36 |          72.57 
           1028 |          52.54 |          85.53 |          69.21 |          72.50 
           1029 |          53.64 |          85.63 |          69.10 |          72.45 
           1030 |          52.48 |          85.58 |          69.47 |          72.54 
           1031 |          58.64 |          85.74 |          69.89 |          72.56 
           1032 |          52.59 |          85.63 |          69.58 |          72.38 
           1033 |          55.11 |          85.53 |          69.25 |          72.18 
           1034 |          54.51 |          85.60 |          69.36 |          72.36 
           1035 |          48.69 |          85.50 |          69.38 |          71.66 
           1036 |          53.51 |          85.78 |          69.73 |          72.34 
           1037 |          46.43 |          85.67 |          69.84 |          72.18 
           1038 |          48.76 |          85.82 |          69.56 |          72.59 
           1039 |          49.98 |          85.77 |          69.34 |          72.12 
           1040 |          58.14 |          85.69 |          69.17 |          71.91 
           1041 |          50.34 |          85.60 |          69.41 |          71.91 
           1042 |          53.75 |          85.69 |          69.65 |          72.14 
           1043 |          48.07 |          85.47 |          69.34 |          72.06 
           1044 |          49.93 |          85.71 |          69.69 |          71.96 
           1045 |          55.98 |          85.70 |          69.79 |          72.35 
           1046 |          52.19 |          85.64 |          69.53 |          71.95 
           1047 |          46.81 |          85.54 |          69.82 |          72.24 
           1048 |          48.35 |          85.68 |          69.78 |          72.15 
           1049 |          52.19 |          85.80 |          69.76 |          72.06 
           1050 |          48.60 |          85.63 |          69.57 |          71.92 
           1051 |          57.09 |          85.71 |          69.58 |          71.99 
           1052 |          53.05 |          85.82 |          69.61 |          72.10 
           1053 |          53.39 |          85.71 |          69.32 |          72.27 
           1054 |          56.38 |          85.80 |          69.27 |          72.22 
           1055 |          50.91 |          85.58 |          69.54 |          71.92 
           1056 |          50.00 |          85.56 |          69.49 |          71.76 
           1057 |          53.96 |          85.65 |          69.54 |          71.91 
           1058 |          57.23 |          85.76 |          70.02 |          72.06 
           1059 |          48.70 |          85.58 |          69.17 |          71.63 
           1060 |          55.59 |          85.62 |          69.75 |          71.88 
           1061 |          48.72 |          85.81 |          69.13 |          71.57 
           1062 |          56.02 |          85.80 |          69.45 |          71.76 
           1063 |          49.78 |          85.51 |          69.69 |          71.67 
           1064 |          52.76 |          85.56 |          69.36 |          71.73 
           1065 |          53.67 |          85.58 |          69.58 |          72.01 
           1066 |          51.06 |          85.54 |          69.18 |          72.26 
           1067 |          49.06 |          85.66 |          69.43 |          72.06 
           1068 |          51.92 |          85.77 |          69.40 |          72.12 
           1069 |          51.39 |          85.69 |          69.56 |          72.13 
           1070 |          49.82 |          85.61 |          69.13 |          72.27 
           1071 |          50.43 |          85.65 |          69.52 |          72.30 
           1072 |          50.43 |          85.81 |          69.42 |          72.33 
           1073 |          48.68 |          85.65 |          69.40 |          72.17 
           1074 |          52.18 |          85.72 |          69.54 |          72.85 
           1075 |          48.25 |          85.73 |          69.72 |          72.70 
           1076 |          50.82 |          85.59 |          69.73 |          72.27 
           1077 |          54.46 |          85.70 |          69.75 |          72.35 
           1078 |          53.32 |          85.73 |          69.42 |          72.56 
           1079 |          55.06 |          85.64 |          69.93 |          72.38 
           1080 |          50.40 |          85.70 |          70.06 |          72.29 
           1081 |          51.78 |          85.59 |          69.17 |          72.21 
           1082 |          46.61 |          85.60 |          69.98 |          72.61 
           1083 |          48.05 |          85.49 |          69.83 |          72.53 
           1084 |          47.08 |          85.50 |          69.78 |          72.57 
           1085 |          46.73 |          85.49 |          69.45 |          72.54 
           1086 |          49.72 |          85.40 |          69.82 |          72.38 
           1087 |          55.21 |          85.52 |          69.69 |          72.54 
           1088 |          53.43 |          85.39 |          69.77 |          72.55 
           1089 |          49.84 |          85.47 |          69.76 |          72.37 
           1090 |          53.45 |          85.61 |          69.79 |          72.66 
           1091 |          52.14 |          85.09 |          69.53 |          71.92 
